skills,education,years_experience,past_job_titles,certifications,required_skills,job_title,job_level,industry,skill_match_score,hired,performance_score
"Python, Azure, Computer Vision, NLP",High School,14.5,"Machine Learning Engineer, Backend Developer",CISSP,C++,Cloud Architect,Junior,Finance,0.0,0,0.0
Statistics,High School,15.0,"Project Manager, Data Scientist, Product Manager",Scrum Master,"Java, Azure, NLP",Machine Learning Engineer,Senior,Transportation,0.0,0,0.0
"JavaScript, Docker, Azure, Kubernetes, Project Management",High School,0.0,Software Engineer,PMP,"Docker, Deep Learning, Java, SQL",Machine Learning Engineer,Junior,Healthcare,0.25,0,0.0
"GCP, R, Data Analysis, Machine Learning",High School,10.3,Data Scientist,Google Cloud,Python,Full Stack Developer,Director,Tech,0.0,0,0.0
"C++, Deep Learning, JavaScript",PhD,8.0,Data Scientist,CISSP,"C++, Deep Learning, NLP",Software Engineer,Senior,Healthcare,0.6666666666666666,1,7.5
"JavaScript, Excel",Master's,6.9,"Data Scientist, Business Analyst, Cloud Architect",Microsoft Certified,"Tableau, JavaScript, Kubernetes",Data Scientist,Manager,Tech,0.3333333333333333,0,0.0
"Deep Learning, GCP",Bachelor's,4.1,"DevOps Engineer, Frontend Developer, Cloud Architect",None,"Project Management, Kubernetes",Full Stack Developer,Lead,Retail,0.0,0,0.0
"Java, Tableau, Deep Learning",Master's,7.6,"UX Designer, DevOps Engineer",None,Kubernetes,Product Manager,Director,Consulting,0.0,1,6.9
"Azure, Power BI, Java, Kubernetes, AWS",Associate's,6.8,Backend Developer,CISSP,"Power BI, Excel",Cloud Architect,Lead,Transportation,0.5,0,0.0
"Deep Learning, Java, Data Analysis",Bachelor's,6.0,"Software Engineer, Business Analyst, Project Manager",Microsoft Certified,AWS,Business Analyst,Senior,Tech,0.0,0,0.0
"DevOps, SQL, Python, Kubernetes, Project Management",Bachelor's,12.7,"Backend Developer, Product Manager, Machine Learning Engineer",Scrum Master,"Java, Cloud Computing, R, Statistics",Full Stack Developer,Senior,Government,0.0,0,0.0
"Statistics, Deep Learning, Data Analysis",High School,4.1,"Data Scientist, Frontend Developer",AWS Certified,"Machine Learning, Project Management, AWS, Docker",Full Stack Developer,Junior,Manufacturing,0.0,0,0.0
"Excel, Docker, R",High School,9.0,"Business Analyst, Full Stack Developer",CompTIA,"Docker, NLP, Machine Learning, Data Analysis",Data Engineer,Manager,Energy,0.25,0,0.0
"Azure, R, Python, Statistics",Associate's,13.0,"Data Scientist, Frontend Developer, Full Stack Developer",Cisco Certified,"Kubernetes, Statistics",Business Analyst,Director,Government,0.5,1,6.6
"Deep Learning, SQL, Data Analysis, Project Management",Master's,14.7,Cloud Architect,Google Cloud,"C++, Data Analysis, Statistics",Cloud Architect,Manager,Transportation,0.3333333333333333,1,9.1
Project Management,Master's,9.0,"UX Designer, Cloud Architect",Cisco Certified,"Tableau, JavaScript",Full Stack Developer,Manager,Manufacturing,0.0,0,0.0
"Tableau, C++",Master's,7.8,Product Manager,Microsoft Certified,"Docker, Tableau",Frontend Developer,Lead,Government,0.5,1,6.0
Data Analysis,Associate's,12.6,"Backend Developer, Frontend Developer, Machine Learning Engineer",CompTIA,"Project Management, C++",Data Scientist,Senior,Consulting,0.0,0,0.0
"Project Management, R, C++",PhD,2.8,Full Stack Developer,None,"Java, NLP, AWS, Machine Learning",Project Manager,Lead,Energy,0.0,0,0.0
"R, Statistics, Project Management",Master's,9.5,"QA Engineer, Product Manager, Business Analyst",Cisco Certified,Tableau,Frontend Developer,Junior,Finance,0.0,1,6.0
JavaScript,Bachelor's,1.0,"Business Analyst, Product Manager, Frontend Developer",PMP,GCP,QA Engineer,Lead,Retail,0.0,0,0.0
"Excel, Data Analysis",Bachelor's,9.9,DevOps Engineer,Cisco Certified,"Statistics, NLP, Kubernetes, Excel",UX Designer,Senior,Retail,0.25,0,0.0
Computer Vision,High School,11.9,"Machine Learning Engineer, Product Manager, UX Designer",Google Cloud,"DevOps, C++",Machine Learning Engineer,Senior,Transportation,0.0,1,4.8
"DevOps, JavaScript",High School,0.9,"Full Stack Developer, Data Engineer, DevOps Engineer",PMP,Power BI,DevOps Engineer,Director,Consulting,0.0,0,0.0
Azure,Master's,12.7,"Project Manager, UX Designer",Microsoft Certified,Tableau,Data Scientist,Mid,Retail,0.0,1,6.0
"Kubernetes, SQL, Tableau, Azure, Computer Vision",Master's,1.9,"UX Designer, Project Manager, Business Analyst",PMP,"C++, GCP, Machine Learning",QA Engineer,Lead,Finance,0.0,0,0.0
"Power BI, Excel, Tableau, Machine Learning, C++",High School,2.6,"Data Scientist, Backend Developer, QA Engineer",Cisco Certified,"AWS, R, C++",QA Engineer,Lead,Retail,0.3333333333333333,0,0.0
Docker,Bachelor's,12.5,"Product Manager, DevOps Engineer",Cisco Certified,Tableau,Data Scientist,Junior,Consulting,0.0,0,0.0
"Power BI, DevOps",Associate's,1.9,"Product Manager, Machine Learning Engineer, Backend Developer",AWS Certified,"GCP, R, Project Management",Cloud Architect,Mid,Tech,0.0,0,0.0
"Excel, Python, Project Management, Azure",Associate's,10.1,"Data Engineer, Business Analyst",Cisco Certified,"Statistics, Cloud Computing, Deep Learning, R",Full Stack Developer,Senior,Manufacturing,0.0,1,4.3
"JavaScript, Project Management, Kubernetes, R",Associate's,4.4,"Data Scientist, Business Analyst",PMP,Azure,Product Manager,Mid,Tech,0.0,0,0.0
"SQL, Java, DevOps, Azure, Tableau",Master's,3.7,"UX Designer, QA Engineer, Product Manager",Microsoft Certified,"JavaScript, Cloud Computing, Project Management",QA Engineer,Lead,Government,0.0,1,4.9
"Statistics, Machine Learning",Associate's,9.8,Full Stack Developer,CompTIA,"Azure, R",Backend Developer,Lead,Education,0.0,0,0.0
"Deep Learning, Excel, Java, Docker",PhD,1.6,UX Designer,Microsoft Certified,"C++, Data Analysis, Deep Learning",Backend Developer,Manager,Tech,0.3333333333333333,0,0.0
"NLP, Azure, AWS, Kubernetes",Master's,8.6,"Data Scientist, Machine Learning Engineer, Frontend Developer",CompTIA,"SQL, Machine Learning",QA Engineer,Senior,Manufacturing,0.0,0,0.0
"JavaScript, SQL, Kubernetes",PhD,13.9,DevOps Engineer,None,"Tableau, DevOps, GCP, Computer Vision",Cloud Architect,Senior,Retail,0.0,1,5.0
"Computer Vision, NLP, Data Analysis, Docker",Master's,12.8,"Business Analyst, Product Manager, QA Engineer",PMP,"Cloud Computing, Deep Learning",Software Engineer,Senior,Finance,0.0,1,6.5
Azure,Master's,12.8,"Project Manager, Data Engineer",AWS Certified,"C++, Cloud Computing, Machine Learning",Machine Learning Engineer,Lead,Government,0.0,1,7.6
Java,Associate's,4.5,"Full Stack Developer, Software Engineer",PMP,"NLP, GCP",Business Analyst,Manager,Education,0.0,0,0.0
"Computer Vision, Project Management, Tableau, Machine Learning",Master's,10.5,DevOps Engineer,Scrum Master,Kubernetes,Data Scientist,Mid,Education,0.0,1,6.5
"Deep Learning, Python, Java, Project Management, Tableau",PhD,11.7,"Product Manager, Software Engineer, Data Engineer",None,Power BI,Project Manager,Lead,Energy,0.0,1,7.6
"JavaScript, Docker, Azure, C++",Bachelor's,13.5,Full Stack Developer,Scrum Master,"Project Management, Statistics",Data Engineer,Junior,Consulting,0.0,1,3.7
"Deep Learning, Java",PhD,4.0,"Data Scientist, Project Manager, Software Engineer",None,"Deep Learning, GCP, AWS",Cloud Architect,Senior,Finance,0.3333333333333333,0,0.0
"Computer Vision, Machine Learning, Data Analysis",High School,11.4,"Backend Developer, Software Engineer",Scrum Master,"Python, JavaScript, Machine Learning",Software Engineer,Mid,Consulting,0.3333333333333333,0,0.0
"Kubernetes, Java, GCP, Docker, NLP",Master's,3.5,"Software Engineer, Data Scientist",Cisco Certified,"AWS, DevOps",Business Analyst,Director,Healthcare,0.0,0,0.0
"AWS, Excel, Tableau",PhD,0.4,"Software Engineer, Data Scientist",Google Cloud,"AWS, Cloud Computing",Frontend Developer,Director,Energy,0.5,0,0.0
"SQL, Docker, Computer Vision, Machine Learning, JavaScript",Associate's,7.2,"Data Scientist, Data Engineer, DevOps Engineer",Scrum Master,"Project Management, C++, Tableau",Backend Developer,Junior,Transportation,0.0,0,0.0
"Deep Learning, SQL, Power BI",High School,11.5,"Product Manager, Data Engineer, UX Designer",CompTIA,"SQL, Excel, Tableau, Python",QA Engineer,Junior,Retail,0.25,1,6.3
"Cloud Computing, GCP, Kubernetes",Bachelor's,3.2,"Product Manager, UX Designer, QA Engineer",CISSP,"R, Data Analysis, SQL",DevOps Engineer,Lead,Energy,0.0,0,0.0
"R, Project Management, NLP",PhD,0.7,Machine Learning Engineer,CISSP,"Power BI, NLP",Software Engineer,Junior,Healthcare,0.5,1,5.8
Deep Learning,PhD,5.6,Backend Developer,Cisco Certified,"JavaScript, Python, SQL",Data Engineer,Senior,Energy,0.0,0,0.0
Data Analysis,PhD,3.0,"UX Designer, Machine Learning Engineer, Software Engineer",Google Cloud,"C++, SQL, Power BI, Docker",Data Engineer,Lead,Energy,0.0,0,0.0
"NLP, Excel, Data Analysis, GCP",High School,5.7,"Backend Developer, Business Analyst",AWS Certified,"Tableau, Power BI",Frontend Developer,Lead,Finance,0.0,0,0.0
"Java, R",Associate's,13.8,UX Designer,Scrum Master,Project Management,Software Engineer,Junior,Energy,0.0,1,6.3
"Power BI, Kubernetes, DevOps",High School,11.2,"Frontend Developer, Software Engineer",Cisco Certified,"R, JavaScript, Computer Vision",Business Analyst,Senior,Transportation,0.0,0,0.0
"GCP, AWS",Associate's,5.6,Project Manager,Cisco Certified,"Statistics, Kubernetes, R",Business Analyst,Director,Retail,0.0,0,0.0
"Data Analysis, Excel, R",Associate's,4.9,"Frontend Developer, Product Manager",Cisco Certified,Tableau,QA Engineer,Lead,Education,0.0,0,0.0
"DevOps, Project Management",Bachelor's,13.8,Machine Learning Engineer,CISSP,"Excel, Computer Vision, Kubernetes, NLP",Cloud Architect,Director,Manufacturing,0.0,1,7.6
"C++, Tableau, Azure, Docker",Master's,13.3,"QA Engineer, Data Engineer",Cisco Certified,"GCP, R",Data Engineer,Lead,Finance,0.0,1,6.2
Azure,Master's,9.1,QA Engineer,CISSP,"Java, DevOps, Statistics",QA Engineer,Lead,Energy,0.0,1,3.5
"AWS, Azure, Project Management, C++",PhD,5.4,Project Manager,AWS Certified,"Statistics, Python",Project Manager,Junior,Finance,0.0,0,0.0
"Power BI, NLP, Azure, DevOps",Master's,11.9,"Project Manager, Product Manager",Scrum Master,"Kubernetes, Project Management, Azure, Excel",Full Stack Developer,Senior,Government,0.25,1,7.6
"Tableau, Machine Learning, Cloud Computing, AWS",PhD,10.0,Business Analyst,Microsoft Certified,"DevOps, Data Analysis",Data Scientist,Lead,Education,0.0,1,6.5
"Project Management, Cloud Computing",High School,8.5,"QA Engineer, Cloud Architect, Data Engineer",Cisco Certified,"SQL, Deep Learning, JavaScript, Project Management",Software Engineer,Junior,Tech,0.25,1,5.4
"Computer Vision, Docker, DevOps, Project Management, Java",Master's,11.1,"Business Analyst, Data Engineer",None,"Kubernetes, Project Management",DevOps Engineer,Mid,Transportation,0.5,1,9.1
"GCP, Kubernetes, Deep Learning",Bachelor's,2.0,"Business Analyst, Cloud Architect, Project Manager",Microsoft Certified,"Azure, Kubernetes, GCP, SQL",Frontend Developer,Mid,Healthcare,0.5,0,0.0
"DevOps, Docker, Data Analysis, SQL, AWS",Bachelor's,14.0,Product Manager,Google Cloud,Computer Vision,Data Scientist,Lead,Energy,0.0,1,6.0
"Statistics, Python, SQL, Tableau, GCP",Bachelor's,14.6,DevOps Engineer,Cisco Certified,"R, Kubernetes",DevOps Engineer,Senior,Education,0.0,1,7.7
Java,High School,5.3,"Backend Developer, Data Scientist",Scrum Master,"AWS, R",Cloud Architect,Junior,Energy,0.0,0,0.0
Statistics,PhD,14.2,Data Engineer,Google Cloud,"NLP, Python, Cloud Computing",Frontend Developer,Lead,Consulting,0.0,0,0.0
"JavaScript, SQL",High School,11.9,"Software Engineer, Project Manager, Full Stack Developer",Scrum Master,"Cloud Computing, SQL, Power BI",Backend Developer,Senior,Finance,0.3333333333333333,1,5.9
"Cloud Computing, Deep Learning, DevOps, Tableau",High School,14.1,"Software Engineer, Data Scientist",Scrum Master,"Azure, NLP, DevOps",DevOps Engineer,Lead,Finance,0.3333333333333333,1,7.2
"Computer Vision, R, C++, DevOps",High School,13.8,"Full Stack Developer, Cloud Architect, Backend Developer",PMP,"Azure, NLP",Data Scientist,Senior,Manufacturing,0.0,1,5.2
"R, Kubernetes, C++, SQL",Associate's,3.0,Frontend Developer,Scrum Master,"Power BI, NLP, Data Analysis, Azure",DevOps Engineer,Junior,Energy,0.0,0,0.0
SQL,High School,3.9,"Business Analyst, Backend Developer",Microsoft Certified,"Deep Learning, Azure, Tableau, Project Management",QA Engineer,Senior,Energy,0.0,0,0.0
"Docker, GCP, AWS",Master's,3.9,QA Engineer,Scrum Master,"DevOps, Machine Learning, C++, R",Project Manager,Junior,Tech,0.0,0,0.0
Python,PhD,1.4,"Project Manager, Full Stack Developer",None,"Excel, Azure, Project Management, Deep Learning",Data Engineer,Mid,Transportation,0.0,0,0.0
"SQL, Machine Learning",Bachelor's,6.0,"Cloud Architect, Frontend Developer, Product Manager",CISSP,Java,Full Stack Developer,Junior,Transportation,0.0,0,0.0
"Excel, SQL, Machine Learning, AWS, Java",Associate's,5.4,"Frontend Developer, UX Designer, Backend Developer",CompTIA,Cloud Computing,Product Manager,Director,Tech,0.0,0,0.0
"Deep Learning, Java, DevOps, NLP, Statistics",PhD,5.2,"Full Stack Developer, Cloud Architect, Product Manager",None,DevOps,Data Scientist,Junior,Government,1.0,1,8.6
"Data Analysis, Project Management, Machine Learning, Statistics",PhD,5.2,"Business Analyst, Full Stack Developer, Machine Learning Engineer",CISSP,"SQL, R, Deep Learning, AWS",Machine Learning Engineer,Senior,Education,0.0,0,0.0
"Deep Learning, Statistics, Power BI, DevOps",High School,0.9,"QA Engineer, Software Engineer",PMP,"C++, GCP",Data Engineer,Director,Government,0.0,0,0.0
"Deep Learning, Kubernetes, Computer Vision, Tableau",Bachelor's,2.8,"UX Designer, Machine Learning Engineer",CISSP,Computer Vision,QA Engineer,Manager,Energy,1.0,1,7.5
"Computer Vision, Cloud Computing, Tableau, DevOps",PhD,4.4,Product Manager,PMP,"Kubernetes, Deep Learning, SQL",Frontend Developer,Lead,Transportation,0.0,1,4.0
"Project Management, Statistics, Computer Vision",Master's,13.3,"Backend Developer, Data Engineer, Cloud Architect",Cisco Certified,"DevOps, Deep Learning",Data Scientist,Lead,Government,0.0,1,8.1
JavaScript,Bachelor's,13.9,"QA Engineer, UX Designer",Cisco Certified,"JavaScript, C++",Business Analyst,Junior,Tech,0.5,1,7.3
"JavaScript, Computer Vision",Master's,4.3,"QA Engineer, Cloud Architect",Scrum Master,"Project Management, Power BI, Kubernetes",Frontend Developer,Manager,Transportation,0.0,0,0.0
"NLP, Deep Learning, Machine Learning, Computer Vision",Associate's,10.4,QA Engineer,CISSP,"Java, Project Management, Power BI, Cloud Computing",UX Designer,Manager,Government,0.0,0,0.0
"Docker, Tableau",PhD,12.8,Project Manager,Cisco Certified,"Python, SQL",Business Analyst,Director,Education,0.0,1,4.8
"Computer Vision, Machine Learning, Statistics, GCP, Project Management",Associate's,7.6,"Frontend Developer, Machine Learning Engineer",Cisco Certified,"Tableau, NLP",DevOps Engineer,Junior,Finance,0.0,0,0.0
"GCP, Power BI, Java, Deep Learning",Master's,11.3,"Backend Developer, Project Manager, Data Scientist",Cisco Certified,"Docker, Tableau",Backend Developer,Mid,Transportation,0.0,1,4.8
"Statistics, GCP",Associate's,14.6,"Machine Learning Engineer, QA Engineer, Product Manager",Scrum Master,"AWS, Azure, Deep Learning",Cloud Architect,Junior,Government,0.0,0,0.0
"Java, Statistics",Master's,2.4,"Data Scientist, Backend Developer",Scrum Master,Data Analysis,Project Manager,Senior,Tech,0.0,0,0.0
"Machine Learning, Project Management, Kubernetes, Docker, Tableau",High School,1.1,"Full Stack Developer, Machine Learning Engineer",Google Cloud,"Statistics, AWS, SQL, Cloud Computing",Business Analyst,Mid,Transportation,0.0,0,0.0
"Python, Statistics, Deep Learning, R",High School,9.6,"Data Engineer, Backend Developer",AWS Certified,"Project Management, Computer Vision, R",Software Engineer,Junior,Healthcare,0.3333333333333333,1,5.8
"Computer Vision, AWS",Associate's,7.6,"DevOps Engineer, Backend Developer",Scrum Master,"GCP, AWS, Project Management, NLP",QA Engineer,Manager,Education,0.25,0,0.0
DevOps,Master's,4.4,"Frontend Developer, UX Designer",None,"Data Analysis, Cloud Computing, Deep Learning",Cloud Architect,Senior,Energy,0.0,0,0.0
"Computer Vision, Power BI",PhD,13.7,UX Designer,CompTIA,"Java, JavaScript, Tableau",Full Stack Developer,Senior,Consulting,0.0,1,6.7
"Tableau, DevOps, JavaScript, Project Management",Bachelor's,12.7,Backend Developer,CISSP,"Excel, Python, Machine Learning",Machine Learning Engineer,Director,Consulting,0.0,0,0.0
"Cloud Computing, Computer Vision, Python",Associate's,4.0,"QA Engineer, UX Designer, Data Engineer",CISSP,"DevOps, Power BI, Tableau",UX Designer,Manager,Transportation,0.0,0,0.0
"JavaScript, Statistics, C++, Azure, GCP",PhD,11.6,"Cloud Architect, QA Engineer, Project Manager",Scrum Master,"JavaScript, Python",Machine Learning Engineer,Manager,Government,0.5,1,6.0
"GCP, AWS, C++",Master's,12.4,"Frontend Developer, Backend Developer, Business Analyst",Cisco Certified,"Java, Computer Vision",DevOps Engineer,Mid,Consulting,0.0,1,5.7
"SQL, JavaScript, Machine Learning, Java",Master's,4.9,Product Manager,CompTIA,Azure,Cloud Architect,Director,Manufacturing,0.0,0,0.0
"DevOps, Statistics",Associate's,1.5,"DevOps Engineer, Frontend Developer, Machine Learning Engineer",CompTIA,"C++, Computer Vision, R",Data Scientist,Lead,Tech,0.0,0,0.0
Deep Learning,PhD,12.8,Project Manager,Google Cloud,GCP,QA Engineer,Mid,Healthcare,0.0,1,6.7
"Python, C++, Deep Learning, JavaScript",Associate's,1.5,"Data Scientist, Product Manager, Full Stack Developer",AWS Certified,"Java, Deep Learning, Power BI",Machine Learning Engineer,Junior,Education,0.3333333333333333,0,0.0
"Tableau, Power BI, DevOps",High School,7.2,"Project Manager, Full Stack Developer, Business Analyst",None,Kubernetes,Full Stack Developer,Mid,Finance,0.0,0,0.0
R,Master's,2.9,"Data Engineer, Software Engineer, Full Stack Developer",Microsoft Certified,GCP,UX Designer,Director,Energy,0.0,0,0.0
"GCP, Java, Python, JavaScript, Docker",High School,13.9,"Project Manager, Software Engineer, Frontend Developer",None,"Computer Vision, Cloud Computing, GCP, DevOps",Business Analyst,Director,Retail,0.25,1,4.8
"Azure, Statistics, Java, GCP",Associate's,1.6,"Full Stack Developer, Machine Learning Engineer",Scrum Master,"AWS, Docker",Machine Learning Engineer,Manager,Manufacturing,0.0,0,0.0
"Kubernetes, DevOps",Master's,1.8,"Frontend Developer, Machine Learning Engineer",Google Cloud,"C++, NLP, Data Analysis, Cloud Computing",Software Engineer,Junior,Retail,0.0,0,0.0
"Power BI, Statistics, Excel, Project Management",Associate's,10.5,"QA Engineer, Frontend Developer",None,"Deep Learning, R",DevOps Engineer,Junior,Healthcare,0.0,0,0.0
Excel,Bachelor's,3.1,Software Engineer,Cisco Certified,"Project Management, Excel, Azure, Docker",Backend Developer,Senior,Consulting,0.25,0,0.0
"Tableau, GCP, Cloud Computing, R, Computer Vision",PhD,2.0,"Project Manager, Software Engineer, Business Analyst",Scrum Master,"DevOps, GCP",DevOps Engineer,Director,Transportation,0.5,1,6.6
